"Entidad","Periodo","Valor"
"Personas Naturales","2024-10-31",223168.948438
"Proveedores de Infraestructura","2024-10-31",1619346.1829
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2024-11-30",854466.85485
"Banco de la Republica","2024-11-30",32219625.4212796
"Bancos Comerciales","2024-11-30",88508151.7801111
"Carteras Colectivas y Fondos Administrados","2024-11-30",12133895.9570194
"Comisionistas de Bolsa","2024-11-30",949377.9929337
"Compañias de Financiamiento Comercial","2024-11-30",999829.3
"Compañias de Seguros y Capitalizacion","2024-11-30",67075513.56073
"Cooperativas Grado Super. Caracter Finan","2024-11-30",0
"Corporaciones Financieras","2024-11-30",4369298.8871669
"Entidades Publicas","2024-11-30",6809941.1282512
"Entidades sin Animo de Lucro","2024-11-30",479749.955279
"Fiducia Publica","2024-11-30",44974995.0878702
"Fondos de Capital Extranjero","2024-11-30",104720049.666105
"Fondos de Pensiones y Cesantias","2024-11-30",185158634.863451
"Fondos de Prima Media","2024-11-30",3547210.9199286
"Instituciones Oficiales Especiales","2024-11-30",21636505.4146912
"Ministerio de Hacienda y CP","2024-11-30",1482665.8889427
"Otros Fondos","2024-11-30",92405.520189
"Personas Juridicas","2024-11-30",1774258.669996
"Personas Naturales","2024-11-30",233354.423137
"Proveedores de Infraestructura","2024-11-30",1685021.30085
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2024-12-31",857947.66755
"Banco de la Republica","2024-12-31",32224043.7824988
"Bancos Comerciales","2024-12-31",92724266.7476627
"Carteras Colectivas y Fondos Administrados","2024-12-31",11699707.3939282
"Comisionistas de Bolsa","2024-12-31",919967.8237561
"Compañias de Financiamiento Comercial","2024-12-31",1153539.563
"Compañias de Seguros y Capitalizacion","2024-12-31",68645314.5255493
"Cooperativas Grado Super. Caracter Finan","2024-12-31",0
"Corporaciones Financieras","2024-12-31",4792362.5510157
"Entidades Publicas","2024-12-31",4947003.7311236
"Entidades sin Animo de Lucro","2024-12-31",489245.585987
"Fiducia Publica","2024-12-31",44306412.8418039
"Fondos de Capital Extranjero","2024-12-31",102877884.658268
"Fondos de Pensiones y Cesantias","2024-12-31",187780553.345274
"Fondos de Prima Media","2024-12-31",3658841.9676958
"Instituciones Oficiales Especiales","2024-12-31",21105486.5230936
"Ministerio de Hacienda y CP","2024-12-31",164315.8101998
"Otros Fondos","2024-12-31",95180.784117
"Personas Juridicas","2024-12-31",1794677.771589
"Personas Naturales","2024-12-31",228627.118361
"Proveedores de Infraestructura","2024-12-31",1722892.46855
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2025-01-31",854267.76215
"Banco de la Republica","2025-01-31",32245986.8328804
"Bancos Comerciales","2025-01-31",89468999.6218376
"Carteras Colectivas y Fondos Administrados","2025-01-31",13279360.1366656
"Comisionistas de Bolsa","2025-01-31",961618.9623516
"Compañias de Financiamiento Comercial","2025-01-31",1237189.7417177
"Compañias de Seguros y Capitalizacion","2025-01-31",70301030.8255926
"Cooperativas Grado Super. Caracter Finan","2025-01-31",0
"Corporaciones Financieras","2025-01-31",5052844.2918114
"Entidades Publicas","2025-01-31",4395400.7780688
"Entidades sin Animo de Lucro","2025-01-31",519204.557721
"Fiducia Publica","2025-01-31",50117905.0034435
"Fondos de Capital Extranjero","2025-01-31",105132280.574391
"Fondos de Pensiones y Cesantias","2025-01-31",192239972.484048
"Fondos de Prima Media","2025-01-31",3741538.2239314
"Instituciones Oficiales Especiales","2025-01-31",22817925.5728288
"Ministerio de Hacienda y CP","2025-01-31",942138.8301634
"Otros Fondos","2025-01-31",96003.098211
"Personas Juridicas","2025-01-31",1810695.466007
"Personas Naturales","2025-01-31",245898.167063
"Proveedores de Infraestructura","2025-01-31",1732959.12685
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2025-02-28",921386.58825
"Banco de la Republica","2025-02-28",32285400.767166
"Bancos Comerciales","2025-02-28",91463718.962748
"Carteras Colectivas y Fondos Administrados","2025-02-28",15780761.6466405
"Comisionistas de Bolsa","2025-02-28",985559.970549
"Compañias de Financiamiento Comercial","2025-02-28",1330463.1725
"Compañias de Seguros y Capitalizacion","2025-02-28",72319726.960129
"Cooperativas Grado Super. Caracter Finan","2025-02-28",0
"Corporaciones Financieras","2025-02-28",3428013.157814
"Entidades Publicas","2025-02-28",2126875.995152
"Entidades sin Animo de Lucro","2025-02-28",579513.150415
"Fiducia Publica","2025-02-28",50728009.236326
"Fondos de Capital Extranjero","2025-02-28",107640309.801479
"Fondos de Pensiones y Cesantias","2025-02-28",197884526.596487
"Fondos de Prima Media","2025-02-28",3782165.117831
"Instituciones Oficiales Especiales","2025-02-28",24390987.482302
"Ministerio de Hacienda y CP","2025-02-28",650614.833111
"Otros Fondos","2025-02-28",100268.567565
"Personas Juridicas","2025-02-28",1964998.792055
"Personas Naturales","2025-02-28",260699.56768
"Proveedores de Infraestructura","2025-02-28",1799783.00525
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2025-03-31",908365.5762
"Banco de la Republica","2025-03-31",32351193.520636
"Bancos Comerciales","2025-03-31",94974302.225427
"Carteras Colectivas y Fondos Administrados","2025-03-31",15566152.660943
"Comisionistas de Bolsa","2025-03-31",988251.422693
"Compañias de Financiamiento Comercial","2025-03-31",1376951.485
"Compañias de Seguros y Capitalizacion","2025-03-31",73943259.962755
"Cooperativas Grado Super. Caracter Finan","2025-03-31",0
"Corporaciones Financieras","2025-03-31",3906001.060458
"Entidades Publicas","2025-03-31",4437001.002492
"Entidades sin Animo de Lucro","2025-03-31",670114.2239
"Fiducia Publica","2025-03-31",52563342.746176
"Fondos de Capital Extranjero","2025-03-31",107742536.672235
"Fondos de Pensiones y Cesantias","2025-03-31",199365100.836534
"Fondos de Prima Media","2025-03-31",3900658.268726
"Instituciones Oficiales Especiales","2025-03-31",23578804.624892
"Ministerio de Hacienda y CP","2025-03-31",932624.901137
"Otros Fondos","2025-03-31",92867.95269
"Personas Juridicas","2025-03-31",2057333.557951
"Personas Naturales","2025-03-31",282114.1792
"Proveedores de Infraestructura","2025-03-31",1817523.7465
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2025-04-30",818565.2529
"Banco de la Republica","2025-04-30",32400586.7478472
"Bancos Comerciales","2025-04-30",106204042.359755
"Carteras Colectivas y Fondos Administrados","2025-04-30",16726061.0498516
"Comisionistas de Bolsa","2025-04-30",922780.0653048
"Compañias de Financiamiento Comercial","2025-04-30",4688488.1702314
"Compañias de Seguros y Capitalizacion","2025-04-30",75365573.9840478
"Cooperativas Grado Super. Caracter Finan","2025-04-30",0
"Corporaciones Financieras","2025-04-30",4389994.7520716
"Entidades Publicas","2025-04-30",2204695.1256212
"Entidades sin Animo de Lucro","2025-04-30",671062.58598
"Fiducia Publica","2025-04-30",53047642.0253202
"Fondos de Capital Extranjero","2025-04-30",107787323.587941
"Fondos de Pensiones y Cesantias","2025-04-30",198534373.319628
"Fondos de Prima Media","2025-04-30",3973455.5047652
"Instituciones Oficiales Especiales","2025-04-30",24175837.8639184
"Ministerio de Hacienda y CP","2025-04-30",961013.9500908
"Otros Fondos","2025-04-30",96263.38975
"Personas Juridicas","2025-04-30",2148636.3553786
"Personas Naturales","2025-04-30",307099.877472
"Proveedores de Infraestructura","2025-04-30",1988924.2813
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2025-05-31",937604.42235
"Banco de la Republica","2025-05-31",32437460.7574348
"Bancos Comerciales","2025-05-31",101380972.131796
"Carteras Colectivas y Fondos Administrados","2025-05-31",19314697.5402624
"Comisionistas de Bolsa","2025-05-31",1153602.0236693
"Compañias de Financiamiento Comercial","2025-05-31",5825130.2805
"Compañias de Seguros y Capitalizacion","2025-05-31",76507323.9156615
"Cooperativas Grado Super. Caracter Finan","2025-05-31",0
"Corporaciones Financieras","2025-05-31",4655881.6111916
"Entidades Publicas","2025-05-31",5381727.6129258
"Entidades sin Animo de Lucro","2025-05-31",678431.075245
"Fiducia Publica","2025-05-31",52003486.1383667
"Fondos de Capital Extranjero","2025-05-31",109602541.266509
"Fondos de Pensiones y Cesantias","2025-05-31",199274453.204509
"Fondos de Prima Media","2025-05-31",3590595.2921378
"Instituciones Oficiales Especiales","2025-05-31",25393795.0704313
"Ministerio de Hacienda y CP","2025-05-31",402763.8730084
"Otros Fondos","2025-05-31",101318.729625
"Personas Juridicas","2025-05-31",2217399.322771
"Personas Naturales","2025-05-31",328229.978248
"Proveedores de Infraestructura","2025-05-31",2063544.10535
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2025-06-30",960626.4346
"Banco de la Republica","2025-06-30",32467055.2320624
"Bancos Comerciales","2025-06-30",103133271.268689
"Carteras Colectivas y Fondos Administrados","2025-06-30",16400391.3108512
"Comisionistas de Bolsa","2025-06-30",1126668.1904832
"Compañias de Financiamiento Comercial","2025-06-30",6659700.1556704
"Compañias de Seguros y Capitalizacion","2025-06-30",78359709.5125744
"Cooperativas Grado Super. Caracter Finan","2025-06-30",0
"Corporaciones Financieras","2025-06-30",3041294.6571696
"Entidades Publicas","2025-06-30",2256144.7810464
"Entidades sin Animo de Lucro","2025-06-30",696863.0024
"Fiducia Publica","2025-06-30",50871189.7234396
"Fondos de Capital Extranjero","2025-06-30",110323558.643711
"Fondos de Pensiones y Cesantias","2025-06-30",202099549.958135
"Fondos de Prima Media","2025-06-30",3659119.0826264
"Instituciones Oficiales Especiales","2025-06-30",24766059.8565044
"Ministerio de Hacienda y CP","2025-06-30",4273444.8694264
"Otros Fondos","2025-06-30",104603.43476
"Personas Juridicas","2025-06-30",2358193.1001476
"Personas Naturales","2025-06-30",350674.606504
"Proveedores de Infraestructura","2025-06-30",2099519.1918
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2025-07-31",1181308.182446
"Banco de la Republica","2025-07-31",34667554.825112
"Bancos Comerciales","2025-07-31",112023076.23251
"Carteras Colectivas y Fondos Administrados","2025-07-31",17518623.792978
"Comisionistas de Bolsa","2025-07-31",1006333.318316
"Compañias de Financiamiento Comercial","2025-07-31",7223055.97
"Compañias de Seguros y Capitalizacion","2025-07-31",80146184.994302
"Cooperativas Grado Super. Caracter Finan","2025-07-31",0
"Corporaciones Financieras","2025-07-31",3779346.215038
"Entidades Publicas","2025-07-31",2246466.153032
"Entidades sin Animo de Lucro","2025-07-31",724169.0416
"Fiducia Publica","2025-07-31",39466205.932662
"Fondos de Capital Extranjero","2025-07-31",103949059.64702
"Fondos de Pensiones y Cesantias","2025-07-31",204997976.02642
"Fondos de Prima Media","2025-07-31",3744056.53297
"Instituciones Oficiales Especiales","2025-07-31",26436609.153822
"Ministerio de Hacienda y CP","2025-07-31",14784298.789782
"Otros Fondos","2025-07-31",109547.83198
"Personas Juridicas","2025-07-31",2621675.88354
"Personas Naturales","2025-07-31",387596.89942
"Proveedores de Infraestructura","2025-07-31",2173241.349
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2025-08-31",1400377.8481217
"Banco de la Republica","2025-08-31",34680424.0247124
"Bancos Comerciales","2025-08-31",115811129.184387
"Carteras Colectivas y Fondos Administrados","2025-08-31",21380026.5803171
"Comisionistas de Bolsa","2025-08-31",1389428.5565409
"Compañias de Financiamiento Comercial","2025-08-31",7163563.7100279
"Compañias de Seguros y Capitalizacion","2025-08-31",80977837.9096358
"Cooperativas Grado Super. Caracter Finan","2025-08-31",0
"Corporaciones Financieras","2025-08-31",3889339.4076963
"Entidades Publicas","2025-08-31",2278233.9861964
"Entidades sin Animo de Lucro","2025-08-31",722022.70067
"Fiducia Publica","2025-08-31",37491177.7613243
"Fondos de Capital Extranjero","2025-08-31",107244551.326135
"Fondos de Pensiones y Cesantias","2025-08-31",205398929.766779
"Fondos de Prima Media","2025-08-31",3707637.4329315
"Instituciones Oficiales Especiales","2025-08-31",26920453.9952169
"Ministerio de Hacienda y CP","2025-08-31",12244423.002618
"Otros Fondos","2025-08-31",122347.996921
"Personas Juridicas","2025-08-31",2793848.5543217
"Personas Naturales","2025-08-31",487664.192649
"Proveedores de Infraestructura","2025-08-31",2220720.06755
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2025-09-30",1408603.7038559
"Banco de la Republica","2025-09-30",37713369.3794248
"Bancos Comerciales","2025-09-30",103970973.311659
"Carteras Colectivas y Fondos Administrados","2025-09-30",21473280.5138336
"Comisionistas de Bolsa","2025-09-30",1696804.2454516
"Compañias de Financiamiento Comercial","2025-09-30",7048794.5555
"Compañias de Seguros y Capitalizacion","2025-09-30",82330563.3195552
"Cooperativas Grado Super. Caracter Finan","2025-09-30",0
"Corporaciones Financieras","2025-09-30",5010004.1077783
"Entidades Publicas","2025-09-30",2453646.8574928
"Entidades sin Animo de Lucro","2025-09-30",766714.805215
"Fiducia Publica","2025-09-30",36743684.2410464
"Fondos de Capital Extranjero","2025-09-30",138623759.64696
"Fondos de Pensiones y Cesantias","2025-09-30",207875075.808373
"Fondos de Prima Media","2025-09-30",3735034.7981355
"Instituciones Oficiales Especiales","2025-09-30",26179623.000483
"Ministerio de Hacienda y CP","2025-09-30",9927231.580048
"Otros Fondos","2025-09-30",140229.688817
"Personas Juridicas","2025-09-30",2926575.1246906
"Personas Naturales","2025-09-30",517754.625523
"Proveedores de Infraestructura","2025-09-30",2293904.34235
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2025-10-31",1452342.6938437
"Banco de la Republica","2025-10-31",40177788.0011964
"Bancos Comerciales","2025-10-31",102895928.411928
"Carteras Colectivas y Fondos Administrados","2025-10-31",22866903.4147328
"Comisionistas de Bolsa","2025-10-31",2072442.1226367
"Compañias de Financiamiento Comercial","2025-10-31",6178900.0865
"Compañias de Seguros y Capitalizacion","2025-10-31",83623512.3746459
"Cooperativas Grado Super. Caracter Finan","2025-10-31",0
"Corporaciones Financieras","2025-10-31",4065402.7636519
"Entidades Publicas","2025-10-31",1921982.4617204
"Entidades sin Animo de Lucro","2025-10-31",792132.1869365
"Fiducia Publica","2025-10-31",37380627.8682868
"Fondos de Capital Extranjero","2025-10-31",136153495.102351
"Fondos de Pensiones y Cesantias","2025-10-31",204728461.569677
"Fondos de Prima Media","2025-10-31",3725605.7845943
"Instituciones Oficiales Especiales","2025-10-31",26141485.104869
"Ministerio de Hacienda y CP","2025-10-31",13972154.2322496
"Otros Fondos","2025-10-31",153543.108381
"Personas Juridicas","2025-10-31",3056056.9217419
"Personas Naturales","2025-10-31",547037.7979755
"Proveedores de Infraestructura","2025-10-31",2360771.63355
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2025-11-30",1382171.3889175
"Banco de la Republica","2025-11-30",42714418.63081
"Bancos Comerciales","2025-11-30",111061519.87663
"Carteras Colectivas y Fondos Administrados","2025-11-30",22348962.941845
"Comisionistas de Bolsa","2025-11-30",1981451.081265
"Compañias de Financiamiento Comercial","2025-11-30",6050939.056625
"Compañias de Seguros y Capitalizacion","2025-11-30",84231980.6459225
"Cooperativas Grado Super. Caracter Finan","2025-11-30",0
"Corporaciones Financieras","2025-11-30",2737355.62184
"Entidades Publicas","2025-11-30",1766168.62666
"Entidades sin Animo de Lucro","2025-11-30",778085.3330375
"Fiducia Publica","2025-11-30",37400768.482955
"Fondos de Capital Extranjero","2025-11-30",137516072.694523
"Fondos de Pensiones y Cesantias","2025-11-30",207343446.22338
"Fondos de Prima Media","2025-11-30",3711179.7425325
"Instituciones Oficiales Especiales","2025-11-30",27363174.290725
"Ministerio de Hacienda y CP","2025-11-30",12979333.8851825
"Otros Fondos","2025-11-30",148877.926775
"Personas Juridicas","2025-11-30",3050110.6764375
"Personas Naturales","2025-11-30",575035.2064625
"Proveedores de Infraestructura","2025-11-30",2300675.45125
"Administradoras de Carteras Colectivas y de Fdos Pensiones y Cesantias","2025-12-31",917381.0293941
"Banco de la Republica","2025-12-31",43028140.0558252
"Bancos Comerciales","2025-12-31",108237523.032457
